PortfolioCode,Date,AllocationType,Position,Weight
IOZ-AU,30-Jun-17,Tactical,AMP-AU,0.17
IOZ-AU,30-Jun-17,Tactical,MTS-AU,0.17
IOZ-AU,30-Jun-17,Tactical,A2M-AU,0.16
IOZ-AU,30-Jun-17,Tactical,DMP-AU,0.16
IOZ-AU,30-Jun-17,Tactical,ILU-AU,0.16
IOZ-AU,30-Jun-17,Tactical,FPH-AU,0.16
IOZ-AU,30-Jun-17,Tactical,CNU-AU,0.15
IOZ-AU,30-Jun-17,Tactical,RWC-AU,0.15
IOZ-AU,30-Jun-17,Tactical,ORA-AU,0.14
IOZ-AU,30-Jun-17,Tactical,ANN-AU,0.14
IOZ-AU,30-Jun-17,Tactical,NHC-AU,0.14
IOZ-AU,30-Jun-17,Tactical,NEC-AU,0.14
IOZ-AU,30-Jun-17,Tactical,SFR-AU,0.13
IOZ-AU,30-Jun-17,Tactical,WEB-AU,0.13
IOZ-AU,30-Jun-17,Tactical,CSR-AU,0.13
IOZ-AU,30-Jun-17,Tactical,NSR-AU,0.13
IOZ-AU,30-Jun-17,Tactical,DOW-AU,0.13
IOZ-AU,30-Jun-17,Tactical,AUB-AU,0.13
IOZ-AU,30-Jun-17,Tactical,AWC-AU,0.12
IOZ-AU,30-Jun-17,Tactical,ARB-AU,0.12
IOZ-AU,30-Jun-17,Tactical,TLX-AU,0.12
IOZ-AU,30-Jun-17,Tactical,PMV-AU,0.12
IOZ-AU,30-Jun-17,Tactical,SQ2-AU,0.12
IOZ-AU,30-Jun-17,Tactical,HUB-AU,0.12
IOZ-AU,30-Jun-17,Tactical,RGN-AU,0.12
IOZ-AU,30-Jun-17,Tactical,HVN-AU,0.12
IOZ-AU,30-Jun-17,Tactical,BRG-AU,0.12
IOZ-AU,30-Jun-17,Tactical,APE-AU,0.11
IOZ-AU,30-Jun-17,Tactical,BPT-AU,0.11
IOZ-AU,30-Jun-17,Tactical,PRU-AU,0.11
IOZ-AU,30-Jun-17,Tactical,CTD-AU,0.11
IOZ-AU,30-Jun-17,Tactical,SGM-AU,0.11
IOZ-AU,30-Jun-17,Tactical,PPT-AU,0.11
IOZ-AU,30-Jun-17,Tactical,TPG-AU,0.11
IOZ-AU,30-Jun-17,Tactical,TAH-AU,0.11
IOZ-AU,30-Jun-17,Tactical,BKW-AU,0.11
IOZ-AU,30-Jun-17,Tactical,CLW-AU,0.11
IOZ-AU,30-Jun-17,Tactical,PDN-AU,0.11
IOZ-AU,30-Jun-17,Tactical,CIA-AU,0.11
IOZ-AU,30-Jun-17,Tactical,BAP-AU,0.11
IOZ-AU,30-Jun-17,Tactical,VEA-AU,0.1
IOZ-AU,30-Jun-17,Tactical,SUL-AU,0.1
IOZ-AU,30-Jun-17,Tactical,DEG-AU,0.09
IOZ-AU,30-Jun-17,Tactical,NUF-AU,0.09
IOZ-AU,30-Jun-17,Tactical,HDN-AU,0.09
IOZ-AU,30-Jun-17,Tactical,DRR-AU,0.09
IOZ-AU,30-Jun-17,Tactical,MP1-AU,0.09
IOZ-AU,30-Jun-17,Tactical,IPH-AU,0.08
IOZ-AU,30-Jun-17,Tactical,GOR-AU,0.08
IOZ-AU,30-Jun-17,Tactical,GNC-AU,0.08
IOZ-AU,30-Jun-17,Tactical,360-AU,0.08
IOZ-AU,30-Jun-17,Tactical,CQR-AU,0.08
IOZ-AU,30-Jun-17,Tactical,BWP-AU,0.08
IOZ-AU,30-Jun-17,Tactical,BGL-AU,0.08
IOZ-AU,30-Jun-17,Tactical,AIA-AU,0.08
IOZ-AU,30-Jun-17,Tactical,IVC-AU,0.08
IOZ-AU,30-Jun-17,Tactical,CHN-AU,0.08
IOZ-AU,30-Jun-17,Tactical,IFL-AU,0.08
IOZ-AU,30-Jun-17,Tactical,WPR-AU,0.08
IOZ-AU,30-Jun-17,Tactical,GUD-AU,0.08
IOZ-AU,30-Jun-17,Tactical,BLD-AU,0.08
IOZ-AU,30-Jun-17,Tactical,CIP-AU,0.08
IOZ-AU,30-Jun-17,Tactical,LIC-AU,0.07
IOZ-AU,30-Jun-17,Tactical,NIC-AU,0.07
IOZ-AU,30-Jun-17,Tactical,PNI-AU,0.07
IOZ-AU,30-Jun-17,Tactical,CMM-AU,0.07
IOZ-AU,30-Jun-17,Tactical,VNT-AU,0.07
IOZ-AU,30-Jun-17,Tactical,HLS-AU,0.07
IOZ-AU,30-Jun-17,Tactical,INA-AU,0.07
IOZ-AU,30-Jun-17,Tactical,LOV-AU,0.07
IOZ-AU,30-Jun-17,Tactical,PXA-AU,0.07
IOZ-AU,30-Jun-17,Tactical,CGC-AU,0.07
IOZ-AU,30-Jun-17,Tactical,UMG-AU,0.07
IOZ-AU,30-Jun-17,Tactical,CCP-AU,0.06
IOZ-AU,30-Jun-17,Tactical,MND-AU,0.06
IOZ-AU,30-Jun-17,Tactical,KLS-AU,0.06
IOZ-AU,30-Jun-17,Tactical,CRN-AU,0.06
IOZ-AU,30-Jun-17,Tactical,MFG-AU,0.06
IOZ-AU,30-Jun-17,Tactical,SGR-AU,0.06
IOZ-AU,30-Jun-17,Tactical,ARF-AU,0.06
IOZ-AU,30-Jun-17,Tactical,EVT-AU,0.06
IOZ-AU,30-Jun-17,Tactical,ING-AU,0.06
IOZ-AU,30-Jun-17,Tactical,HMC-AU,0.06
IOZ-AU,30-Jun-17,Tactical,AVZ-AU,0.06
IOZ-AU,30-Jun-17,Tactical,IRE-AU,0.06
IOZ-AU,30-Jun-17,Tactical,KAR-AU,0.06
IOZ-AU,30-Jun-17,Tactical,NWL-AU,0.06
IOZ-AU,30-Jun-17,Tactical,NWH-AU,0.06
IOZ-AU,30-Jun-17,Tactical,RRL-AU,0.05
IOZ-AU,30-Jun-17,Tactical,NAN-AU,0.05
IOZ-AU,30-Jun-17,Tactical,FBU-AU,0.05
IOZ-AU,30-Jun-17,Tactical,NWS-AU,0.05
IOZ-AU,30-Jun-17,Tactical,SPK-AU,0.05
IOZ-AU,30-Jun-17,Tactical,CKF-AU,0.05
IOZ-AU,30-Jun-17,Tactical,ELD-AU,0.05
IOZ-AU,30-Jun-17,Tactical,PNV-AU,0.05
IOZ-AU,30-Jun-17,Tactical,JLG-AU,0.05
IOZ-AU,30-Jun-17,Tactical,CNI-AU,0.05
IOZ-AU,30-Jun-17,Tactical,SYA-AU,0.05
IOZ-AU,30-Jun-17,Tactical,BGA-AU,0.04
IOZ-AU,30-Jun-17,Tactical,DHG-AU,0.04
IOZ-AU,30-Jun-17,Tactical,CQE-AU,0.04
IOZ-AU,30-Jun-17,Tactical,WAF-AU,0.04
IOZ-AU,30-Jun-17,Tactical,SLR-AU,0.04
IOZ-AU,30-Jun-17,Tactical,CXO-AU,0.04
IOZ-AU,30-Jun-17,Tactical,GOZ-AU,0.03
IOZ-AU,30-Jun-17,Tactical,LNK-AU,0.03
IOZ-AU,30-Jun-17,Tactical,CMW-AU,0.03
IOZ-AU,30-Jun-17,Tactical,BRN-AU,0.02
IOZ-AU,30-Jun-17,Tactical,ASK-AU,0.02
IOZ-AU,30-Jun-17,Tactical,ABG-AU,0.02
IOZ-AU,30-Jun-17,Tactical,IMU-AU,0.02
IOZ-AU,30-Jun-17,Tactical,SYR-AU,0.02
IOZ-AU,30-Jun-17,Tactical,LKE-AU,0.02
IOZ-AU,30-Jun-17,Tactical,AUD,0
BFL0004AU,30-Jun-17,Objective,IOZ-AU,100
BFL0004AU,30-Jun-17,Peer,ATCHBM00011,100
BFL0004AU,30-Jun-17,Reference,IOZ-AU,100
BFL0004AU,30-Jun-17,Strategic,IOZ-AU,100
BFL0004AU,30-Jun-17,Tactical,IEL-AU,11.381351
BFL0004AU,30-Jun-17,Tactical,JHX-AU,10.30751
BFL0004AU,30-Jun-17,Tactical,CAR-AU,9.35326
BFL0004AU,30-Jun-17,Tactical,RMD-AU,9.342611
BFL0004AU,30-Jun-17,Tactical,MIN-AU,7.117917
BFL0004AU,30-Jun-17,Tactical,ALL-AU,6.259518
BFL0004AU,30-Jun-17,Tactical,EDV-AU,5.778762
BFL0004AU,30-Jun-17,Tactical,REA-AU,5.505133
BFL0004AU,30-Jun-17,Tactical,CTD-AU,5.03212
BFL0004AU,30-Jun-17,Tactical,BRG-AU,4.545223
BFL0004AU,30-Jun-17,Tactical,ARB-AU,4.31115
BFL0004AU,30-Jun-17,Tactical,SEK-AU,4.100144
BFL0004AU,30-Jun-17,Tactical,FPH-AU,3.982653
BFL0004AU,30-Jun-17,Tactical,FLT-AU,3.372503
BFL0004AU,30-Jun-17,Tactical,CCP-AU,3.251932
BFL0004AU,30-Jun-17,Tactical,SDF-AU,2.213014
BFL0004AU,30-Jun-17,Tactical,HUB-AU,2.041769
BFL0004AU,30-Jun-17,Tactical,GMG-AU,1.041962
BFL0004AU,30-Jun-17,Tactical,BILL-AU,1.053325
BFL0004AU,30-Jun-17,Tactical,TRS-AU,0.008143
HOW2217AU,30-Jun-17,Objective,IOZ-AU,100
HOW2217AU,30-Jun-17,Peer,ATCHBM00011,100
HOW2217AU,30-Jun-17,Reference,IOZ-AU,100
HOW2217AU,30-Jun-17,Strategic,IOZ-AU,100
HOW2217AU,30-Jun-17,Tactical,BILL-AU,5.44999
HOW2217AU,30-Jun-17,Tactical,IAG-AU,5.11851
HOW2217AU,30-Jun-17,Tactical,AMP-AU,5.10492
HOW2217AU,30-Jun-17,Tactical,COL-AU,5.02273
HOW2217AU,30-Jun-17,Tactical,WBC-AU,4.94695
HOW2217AU,30-Jun-17,Tactical,MPL-AU,4.87885
HOW2217AU,30-Jun-17,Tactical,QBE-AU,4.85624
HOW2217AU,30-Jun-17,Tactical,NWS-AU,4.63391
HOW2217AU,30-Jun-17,Tactical,CSR-AU,4.57161
HOW2217AU,30-Jun-17,Tactical,A2M-AU,4.43002
HOW2217AU,30-Jun-17,Tactical,STO-AU,4.08615
HOW2217AU,30-Jun-17,Tactical,AGL-AU,3.63677
HOW2217AU,30-Jun-17,Tactical,AZJ-AU,3.37119
HOW2217AU,30-Jun-17,Tactical,IFL-AU,3.03762
HOW2217AU,30-Jun-17,Tactical,AWC-AU,2.76871
HOW2217AU,30-Jun-17,Tactical,BEN-AU,2.53425
HOW2217AU,30-Jun-17,Tactical,TAH-AU,2.37147
HOW2217AU,30-Jun-17,Tactical,HLS-AU,2.16881
HOW2217AU,30-Jun-17,Tactical,TWE-AU,2.12601
HOW2217AU,30-Jun-17,Tactical,BOQ-AU,2.06298
HOW2217AU,30-Jun-17,Tactical,AMC-AU,2.04106
HOW2217AU,30-Jun-17,Tactical,JBH-AU,2.04056
HOW2217AU,30-Jun-17,Tactical,SGR-AU,1.92362
HOW2217AU,30-Jun-17,Tactical,ASX-AU,1.90838
HOW2217AU,30-Jun-17,Tactical,VEA-AU,1.3637
HOW2217AU,30-Jun-17,Tactical,HVN-AU,1.33116
HOW2217AU,30-Jun-17,Tactical,FBU-AU,1.2824
HOW2217AU,30-Jun-17,Tactical,ANZ-AU,1.16515
HOW2217AU,30-Jun-17,Tactical,DOW-AU,1.05356
HOW2217AU,30-Jun-17,Tactical,SUL-AU,0.64272
HOW2217AU,30-Jun-17,Tactical,IOZ-AU,8.07
ALR2783AU,30-Jun-17,Objective,IOZ-AU,100
ALR2783AU,30-Jun-17,Peer,ATCHBM00011,100
ALR2783AU,30-Jun-17,Reference,IOZ-AU,100
ALR2783AU,30-Jun-17,Strategic,IOZ-AU,100
ALR2783AU,30-Jun-17,Tactical,BHP-AU,3.174603
ALR2783AU,30-Jun-17,Tactical,CBA-AU,7.407407
ALR2783AU,30-Jun-17,Tactical,CSL-AU,6.084656
ALR2783AU,30-Jun-17,Tactical,NAB-AU,1.851852
ALR2783AU,30-Jun-17,Tactical,WDS-AU,5.291005
ALR2783AU,30-Jun-17,Tactical,MQG-AU,5.291005
ALR2783AU,30-Jun-17,Tactical,WES-AU,3.968254
ALR2783AU,30-Jun-17,Tactical,WOW-AU,2.116402
ALR2783AU,30-Jun-17,Tactical,TLS-AU,3.703704
ALR2783AU,30-Jun-17,Tactical,RIO-AU,6.349206
ALR2783AU,30-Jun-17,Tactical,TCL-AU,5.291005
ALR2783AU,30-Jun-17,Tactical,FMG-AU,1.851852
ALR2783AU,30-Jun-17,Tactical,NEM-AU,4.497354
ALR2783AU,30-Jun-17,Tactical,QBE-AU,6.349206
ALR2783AU,30-Jun-17,Tactical,COH-AU,6.084656
ALR2783AU,30-Jun-17,Tactical,XRO-AU,3.174603
ALR2783AU,30-Jun-17,Tactical,ASX-AU,2.645503
ALR2783AU,30-Jun-17,Tactical,RHC-AU,1.058201
ALR2783AU,30-Jun-17,Tactical,IGO-AU,2.380952
ALR2783AU,30-Jun-17,Tactical,TWE-AU,3.439153
ALR2783AU,30-Jun-17,Tactical,ALU-AU,4.761905
ALR2783AU,30-Jun-17,Tactical,PME-AU,0.793651
ALR2783AU,30-Jun-17,Tactical,AMP-AU,3.174603
ALR2783AU,30-Jun-17,Tactical,TLX-AU,2.116402
ALR2783AU,30-Jun-17,Tactical,CTD-AU,2.380952
ALR2783AU,30-Jun-17,Tactical,DRR-AU,2.116402
ALR2783AU,30-Jun-17,Tactical,CGC-AU,2.645503
ALR2783AU,30-Jun-17,Tactical,AUD,0.000003
HOW0035AU,30-Jun-17,Objective,IOZ-AU,100
HOW0035AU,30-Jun-17,Peer,ATCHBM00011,100
HOW0035AU,30-Jun-17,Reference,IOZ-AU,100
HOW0035AU,30-Jun-17,Strategic,IOZ-AU,100
HOW0035AU,30-Jun-17,Tactical,BHP-AU,11.63899
HOW0035AU,30-Jun-17,Tactical,CSL-AU,10.37638
HOW0035AU,30-Jun-17,Tactical,CBA-AU,4.775075
HOW0035AU,30-Jun-17,Tactical,JHX-AU,4.669536
HOW0035AU,30-Jun-17,Tactical,ALL-AU,3.907081
HOW0035AU,30-Jun-17,Tactical,AUD,3.476307
HOW0035AU,30-Jun-17,Tactical,GMG-AU,3.380439
HOW0035AU,30-Jun-17,Tactical,WOW-AU,3.330467
HOW0035AU,30-Jun-17,Tactical,TLS-AU,3.195091
HOW0035AU,30-Jun-17,Tactical,IEL-AU,3.14284
HOW0035AU,30-Jun-17,Tactical,CPU-AU,3.065852
HOW0035AU,30-Jun-17,Tactical,QUB-AU,2.889009
HOW0035AU,30-Jun-17,Tactical,NAB-AU,2.750497
HOW0035AU,30-Jun-17,Tactical,FPH-AU,2.631793
HOW0035AU,30-Jun-17,Tactical,REA-AU,2.467115
HOW0035AU,30-Jun-17,Tactical,BRG-AU,2.1305
HOW0035AU,30-Jun-17,Tactical,RMD-AU,2.097642
HOW0035AU,30-Jun-17,Tactical,ANZ-AU,2.044582
HOW0035AU,30-Jun-17,Tactical,MIN-AU,2.015194
HOW0035AU,30-Jun-17,Tactical,STO-AU,1.989448
HOW0035AU,30-Jun-17,Tactical,WDS-AU,1.964009
HOW0035AU,30-Jun-17,Tactical,SEK-AU,1.897549
HOW0035AU,30-Jun-17,Tactical,QBE-AU,1.851961
HOW0035AU,30-Jun-17,Tactical,IRE-AU,1.745491
HOW0035AU,30-Jun-17,Tactical,NST-AU,1.551334
HOW0035AU,30-Jun-17,Tactical,RIO-AU,1.551167
HOW0035AU,30-Jun-17,Tactical,LYC-AU,1.493933
HOW0035AU,30-Jun-17,Tactical,CWY-AU,1.418366
HOW0035AU,30-Jun-17,Tactical,PLS-AU,0.968542
HOW0035AU,30-Jun-17,Tactical,EVN-AU,0.898096
HOW0035AU,30-Jun-17,Tactical,LLC-AU,0.891656
HOW0035AU,30-Jun-17,Tactical,WBC-AU,0.499317
HOW0035AU,30-Jun-17,Tactical,MQG-AU,0.448414
HOW0035AU,30-Jun-17,Tactical,FLT-AU,0.054308
HOW0035AU,30-Jun-17,Tactical,S32-AU,0.046971
HOW0035AU,30-Jun-17,Tactical,IOZ-AU,6.745048
SCH0101AU,30-Jun-17,Objective,IOZ-AU,100
SCH0101AU,30-Jun-17,Peer,ATCHBM00011,100
SCH0101AU,30-Jun-17,Reference,IOZ-AU,100
SCH0101AU,30-Jun-17,Strategic,IOZ-AU,100
SCH0101AU,30-Jun-17,Tactical,BHP-AU,6.8
SCH0101AU,30-Jun-17,Tactical,CBA-AU,4.6
SCH0101AU,30-Jun-17,Tactical,WES-AU,4.5
SCH0101AU,30-Jun-17,Tactical,TLS-AU,4.2
SCH0101AU,30-Jun-17,Tactical,ANZ-AU,4
SCH0101AU,30-Jun-17,Tactical,RIO-AU,3.8
SCH0101AU,30-Jun-17,Tactical,WDS-AU,3.5
SCH0101AU,30-Jun-17,Tactical,WBC-AU,3
SCH0101AU,30-Jun-17,Tactical,STO-AU,3
SCH0101AU,30-Jun-17,Tactical,S32-AU,3
SCH0101AU,30-Jun-17,Tactical,JHX-AU,2.7
SCH0101AU,30-Jun-17,Tactical,AWC-AU,2.6
SCH0101AU,30-Jun-17,Tactical,NAB-AU,2.6
SCH0101AU,30-Jun-17,Tactical,AZJ-AU,2.4
SCH0101AU,30-Jun-17,Tactical,RHC-AU,2.4
SCH0101AU,30-Jun-17,Tactical,CSL-AU,2.3
SCH0101AU,30-Jun-17,Tactical,SUN-AU,2.2
SCH0101AU,30-Jun-17,Tactical,QBE-AU,2.2
SCH0101AU,30-Jun-17,Tactical,BXB-AU,2.1
SCH0101AU,30-Jun-17,Tactical,ALQ-AU,2
SCH0101AU,30-Jun-17,Tactical,DRR-AU,1.8
SCH0101AU,30-Jun-17,Tactical,NWS-AU,1.8
SCH0101AU,30-Jun-17,Tactical,BSL-AU,1.8
SCH0101AU,30-Jun-17,Tactical,ORG-AU,1.7
SCH0101AU,30-Jun-17,Tactical,SEK-AU,1.7
SCH0101AU,30-Jun-17,Tactical,COL-AU,1.6
SCH0101AU,30-Jun-17,Tactical,IPL-AU,1.6
SCH0101AU,30-Jun-17,Tactical,FBU-AU,1.6
SCH0101AU,30-Jun-17,Tactical,BLD-AU,1.5
SCH0101AU,30-Jun-17,Tactical,SGP-AU,1.4
SCH0101AU,30-Jun-17,Tactical,LLC-AU,1.3
SCH0101AU,30-Jun-17,Tactical,CPU-AU,1.2
SCH0101AU,30-Jun-17,Tactical,IAG-AU,1.2
SCH0101AU,30-Jun-17,Tactical,MTS-AU,1.1
SCH0101AU,30-Jun-17,Tactical,MPL-AU,1
SCH0101AU,30-Jun-17,Tactical,VCX-AU,1
SCH0101AU,30-Jun-17,Tactical,ORI-AU,1
SCH0101AU,30-Jun-17,Tactical,AUD,3.1
SCH0101AU,30-Jun-17,Tactical,WOW-AU,0.9
SCH0101AU,30-Jun-17,Tactical,RMD-AU,0.9
SCH0101AU,30-Jun-17,Tactical,CWY-AU,0.9
SCH0101AU,30-Jun-17,Tactical,SHL-AU,0.9
SCH0101AU,30-Jun-17,Tactical,UMG-AU,0.7
SCH0101AU,30-Jun-17,Tactical,HLS-AU,0.7
SCH0101AU,30-Jun-17,Tactical,ASX-AU,0.7
SCH0101AU,30-Jun-17,Tactical,IGO-AU,0.6
SCH0101AU,30-Jun-17,Tactical,WOR-AU,0.6
SCH0101AU,30-Jun-17,Tactical,ELD-AU,0.5
SCH0101AU,30-Jun-17,Tactical,MQG-AU,0.4
SCH0101AU,30-Jun-17,Tactical,CIA-AU,0.4
SCH0101AU,30-Jun-17,Tactical,CNU-AU,0.3
SCH0101AU,30-Jun-17,Tactical,WPR-AU,0.2
JBW0052AU,30-Jun-17,Objective,IOZ-AU,100
JBW0052AU,30-Jun-17,Peer,ATCHBM00011,100
JBW0052AU,30-Jun-17,Reference,IOZ-AU,100
JBW0052AU,30-Jun-17,Strategic,IOZ-AU,100
JBW0052AU,30-Jun-17,Tactical,AUD,6.27799
JBW0052AU,30-Jun-17,Tactical,APA-AU,2.88513
JBW0052AU,30-Jun-17,Tactical,CAR-AU,5.81458
JBW0052AU,30-Jun-17,Tactical,CHN-AU,0.37234
JBW0052AU,30-Jun-17,Tactical,CNU-AU,2.26682
JBW0052AU,30-Jun-17,Tactical,IGO-AU,2.5305
JBW0052AU,30-Jun-17,Tactical,ILU-AU,2.36522
JBW0052AU,30-Jun-17,Tactical,IPL-AU,3.19083
JBW0052AU,30-Jun-17,Tactical,IAG-AU,4.10066
JBW0052AU,30-Jun-17,Tactical,JBH-AU,2.40159
JBW0052AU,30-Jun-17,Tactical,LNK-AU,1.80964
JBW0052AU,30-Jun-17,Tactical,TLC-AU,3.57477
JBW0052AU,30-Jun-17,Tactical,NXT-AU,4.28154
JBW0052AU,30-Jun-17,Tactical,NEC-AU,3.71384
JBW0052AU,30-Jun-17,Tactical,NST-AU,4.00351
JBW0052AU,30-Jun-17,Tactical,ORG-AU,5.64349
JBW0052AU,30-Jun-17,Tactical,PXA-AU,2.28124
JBW0052AU,30-Jun-17,Tactical,QBE-AU,5.64467
JBW0052AU,30-Jun-17,Tactical,RGN-AU,2.1192
JBW0052AU,30-Jun-17,Tactical,RWC-AU,4.29511
JBW0052AU,30-Jun-17,Tactical,RMD-AU,5.32251
JBW0052AU,30-Jun-17,Tactical,SFR-AU,2.25531
JBW0052AU,30-Jun-17,Tactical,SEK-AU,1.77558
JBW0052AU,30-Jun-17,Tactical,SGM-AU,2.36531
JBW0052AU,30-Jun-17,Tactical,SGP-AU,3.27886
JBW0052AU,30-Jun-17,Tactical,TAH-AU,2.93702
JBW0052AU,30-Jun-17,Tactical,TPG-AU,1.52115
JBW0052AU,30-Jun-17,Tactical,VCX-AU,2.17757
JBW0052AU,30-Jun-17,Tactical,WOR-AU,4.82461
JBW0052AU,30-Jun-17,Tactical,XRO-AU,3.96941
RAJOMON90,30-Jun-17,Objective,ATCHBM00001,100
RAJOMON90,30-Jun-17,Peer,ATCHBM00022,100
RAJOMON90,30-Jun-17,Reference,IOZ-AU,30
RAJOMON90,30-Jun-17,Reference,VGS-AU,30
RAJOMON90,30-Jun-17,Reference,ATCHBM00013,10
RAJOMON90,30-Jun-17,Reference,ATCHBM00017,10
RAJOMON90,30-Jun-17,Reference,ATCHBM00002,10
RAJOMON90,30-Jun-17,Reference,IAF-AU,6
RAJOMON90,30-Jun-17,Reference,ISEC-AU,1
RAJOMON90,30-Jun-17,Reference,BILL-AU,3
RAJOMON90,30-Jun-17,Strategic,IOZ-AU,30
RAJOMON90,30-Jun-17,Strategic,VGS-AU,30
RAJOMON90,30-Jun-17,Strategic,ATCHBM00013,10
RAJOMON90,30-Jun-17,Strategic,ATCHBM00017,10
RAJOMON90,30-Jun-17,Strategic,ATCHBM00002,10
RAJOMON90,30-Jun-17,Strategic,IAF-AU,6
RAJOMON90,30-Jun-17,Strategic,ISEC-AU,1
RAJOMON90,30-Jun-17,Strategic,BILL-AU,3
RAJOMON90,30-Jun-17,Tactical,VAP-AU,15.12
RAJOMON90,30-Jun-17,Tactical,DJRE-AU,4.98
RAJOMON90,30-Jun-17,Tactical,A200-AU,11.08
RAJOMON90,30-Jun-17,Tactical,IOZ-AU,11.07
RAJOMON90,30-Jun-17,Tactical,IMPQ-AU,3.13
RAJOMON90,30-Jun-17,Tactical,VGS-AU,16.33
RAJOMON90,30-Jun-17,Tactical,IWLD-AU,4.52
RAJOMON90,30-Jun-17,Tactical,ETHI-AU,4.28
RAJOMON90,30-Jun-17,Tactical,IAF-AU,4.34
RAJOMON90,30-Jun-17,Tactical,IGB-AU,4.34
RAJOMON90,30-Jun-17,Tactical,VIF-AU,1.64
RAJOMON90,30-Jun-17,Tactical,MICH-AU,3.79
RAJOMON90,30-Jun-17,Tactical,CRYP-AU,3.16
RAJOMON90,30-Jun-17,Tactical,MOAT-AU,3.86
RAJOMON90,30-Jun-17,Tactical,MNRS-AU,1.58
RAJOMON90,30-Jun-17,Tactical,RBTZ-AU,1.63
RAJOMON90,30-Jun-17,Tactical,ISEC-AU,0.01
RAJOMON90,30-Jun-17,Tactical,AUD,5.14
RAJOMON90,30-Sep-23,Tactical,VAP-AU,15.12
RAJOMON90,30-Sep-23,Tactical,DJRE-AU,4.98
RAJOMON90,30-Sep-23,Tactical,A200-AU,11.08
RAJOMON90,30-Sep-23,Tactical,IOZ-AU,11.07
RAJOMON90,30-Sep-23,Tactical,IMPQ-AU,3.13
RAJOMON90,30-Sep-23,Tactical,VGS-AU,16.33
RAJOMON90,30-Sep-23,Tactical,IWLD-AU,4.52
RAJOMON90,30-Sep-23,Tactical,ETHI-AU,4.28
RAJOMON90,30-Sep-23,Tactical,IAF-AU,4.34
RAJOMON90,30-Sep-23,Tactical,IGB-AU,4.34
RAJOMON90,30-Sep-23,Tactical,VIF-AU,1.64
RAJOMON90,30-Sep-23,Tactical,MICH-AU,3.79
RAJOMON90,30-Sep-23,Tactical,CRYP-AU,3.16
RAJOMON90,30-Sep-23,Tactical,MOAT-AU,3.86
RAJOMON90,30-Sep-23,Tactical,MNRS-AU,1.58
RAJOMON90,30-Sep-23,Tactical,RBTZ-AU,1.63
RAJOMON90,30-Sep-23,Tactical,ISEC-AU,0.01
RAJOMON90,30-Sep-23,Tactical,AUD,5.14
RAJOMON90,31-Oct-23,Tactical,VAP-AU,14.52
RAJOMON90,31-Oct-23,Tactical,DJRE-AU,4.8
RAJOMON90,31-Oct-23,Tactical,A200-AU,10.85
RAJOMON90,31-Oct-23,Tactical,IOZ-AU,10.82
RAJOMON90,31-Oct-23,Tactical,IMPQ-AU,3.03
RAJOMON90,31-Oct-23,Tactical,VGS-AU,16.41
RAJOMON90,31-Oct-23,Tactical,IWLD-AU,4.57
RAJOMON90,31-Oct-23,Tactical,ETHI-AU,4.31
RAJOMON90,31-Oct-23,Tactical,IAF-AU,4.38
RAJOMON90,31-Oct-23,Tactical,IGB-AU,4.37
RAJOMON90,31-Oct-23,Tactical,VIF-AU,1.68
RAJOMON90,31-Oct-23,Tactical,MICH-AU,3.9
RAJOMON90,31-Oct-23,Tactical,CRYP-AU,3.37
RAJOMON90,31-Oct-23,Tactical,MOAT-AU,3.81
RAJOMON90,31-Oct-23,Tactical,MNRS-AU,1.7
RAJOMON90,31-Oct-23,Tactical,RBTZ-AU,1.55
RAJOMON90,31-Oct-23,Tactical,ISEC-AU,0.01
RAJOMON90,31-Oct-23,Tactical,AUD,5.92
RAJOMON90,30-Nov-23,Tactical,VAP-AU,15.11
RAJOMON90,30-Nov-23,Tactical,DJRE-AU,4.81
RAJOMON90,30-Nov-23,Tactical,A200-AU,10.7
RAJOMON90,30-Nov-23,Tactical,IOZ-AU,10.67
RAJOMON90,30-Nov-23,Tactical,IMPQ-AU,3.03
RAJOMON90,30-Nov-23,Tactical,VGS-AU,16.18
RAJOMON90,30-Nov-23,Tactical,IWLD-AU,4.55
RAJOMON90,30-Nov-23,Tactical,ETHI-AU,4.3
RAJOMON90,30-Nov-23,Tactical,IAF-AU,4.23
RAJOMON90,30-Nov-23,Tactical,IGB-AU,4.23
RAJOMON90,30-Nov-23,Tactical,VIF-AU,1.63
RAJOMON90,30-Nov-23,Tactical,MICH-AU,3.97
RAJOMON90,30-Nov-23,Tactical,CRYP-AU,3.86
RAJOMON90,30-Nov-23,Tactical,MOAT-AU,3.78
RAJOMON90,30-Nov-23,Tactical,MNRS-AU,1.71
RAJOMON90,30-Nov-23,Tactical,RBTZ-AU,1.65
RAJOMON90,30-Nov-23,Tactical,ISEC-AU,0.01
RAJOMON90,30-Nov-23,Tactical,AUD,5.58
IMPQ-AU,30-Jun-17,Objective,IOZ-AU,100
IMPQ-AU,30-Jun-17,Peer,ATCHBM00011,100
IMPQ-AU,30-Jun-17,Reference,IOZ-AU,100
IMPQ-AU,30-Jun-17,Strategic,IOZ-AU,100
IMPQ-AU,30-Jun-17,Tactical,AUD,6.03
IMPQ-AU,30-Jun-17,Tactical,MEZ-AU,5.3
IMPQ-AU,30-Jun-17,Tactical,AUB-AU,5.24
IMPQ-AU,30-Jun-17,Tactical,SGM-AU,4.91
