PortfolioCode,Date,AllocationType,Position,Weight
BON032(Full),20-Jun-23,Tactical,PER0049AU,3.2536
BON032(Full),20-Jun-23,Tactical,BILL-AU,3.23
BON032(Full),20-Jun-23,Tactical,ISEC-AU,3.17
BON032(Full),20-Jun-23,Tactical,IVV-AU,3.100740741
BON032(Full),20-Jun-23,Tactical,ZUR0619AU,2.7209
BON032(Full),20-Jun-23,Tactical,IZZ-AU,2.589487654
BON032(Full),20-Jun-23,Tactical,IEU-AU,2.583950617
BON032(Full),20-Jun-23,Tactical,IGB-AU,2.04
BON032(Full),20-Jun-23,Tactical,HOW0098AU,1.7885
BON032(Full),20-Jun-23,Tactical,ASX6124AU,1.743
BON032(Full),20-Jun-23,Tactical,ZUR0617AU,1.5548
BON032(Full),20-Jun-23,Tactical,WVOL-AU,1.42117284
BON032(Full),20-Jun-23,Tactical,IHVV-AU,1.42117284
BON032(Full),20-Jun-23,Tactical,ILB-AU,1.32
BON032(Full),20-Jun-23,Tactical,IEM-AU,1.229037654
BON032(Full),20-Jun-23,Tactical,AESG-AU,1.111
BON032(Full),20-Jun-23,Tactical,ETL0019AU,1.022
BON032(Full),20-Jun-23,Tactical,CSA0038AU,0.89425
BON032(Full),20-Jun-23,Tactical,WPC1963AU,0.89425
BON032(Full),20-Jun-23,Tactical,IHHY-AU,0.78
BON032(Full),20-Jun-23,Tactical,IJP-AU,0.645987654
BON032(Full),20-Jun-23,Tactical,IHCB-AU,0.48
BON032(Full),20-Jun-23,Tactical,IHEB-AU,0.33
BON032(Full),21-Aug-23,Tactical,CHN0005AU,14.6055
BON032(Full),21-Aug-23,Tactical,SSB0122AU,7.8645
BON032(Full),21-Aug-23,Tactical,IAF-AU,6.78
BON032(Full),21-Aug-23,Tactical,IOZ-AU,5.04
BON032(Full),21-Aug-23,Tactical,VAN0024AU,5
BON032(Full),21-Aug-23,Tactical,WFS0864AU,4.61825
BON032(Full),21-Aug-23,Tactical,BILL-AU,4.35
BON032(Full),21-Aug-23,Tactical,PIM7802AU,3.77
BON032(Full),21-Aug-23,Tactical,ISEC-AU,3.65
BON032(Full),21-Aug-23,Tactical,BTA0565AU,3.48725
BON032(Full),21-Aug-23,Tactical,ILC-AU,3.4104
BON032(Full),21-Aug-23,Tactical,BTA0480AU,3.2928
BON032(Full),21-Aug-23,Tactical,PER0049AU,3.2928
BON032(Full),21-Aug-23,Tactical,IVV-AU,3.028888889
BON032(Full),21-Aug-23,Tactical,ZUR0619AU,2.639
BON032(Full),21-Aug-23,Tactical,IZZ-AU,2.593888889
BON032(Full),21-Aug-23,Tactical,HOW0098AU,2.2295
BON032(Full),21-Aug-23,Tactical,IEU-AU,2.191111111
BON032(Full),21-Aug-23,Tactical,IEM-AU,1.909166667
BON032(Full),21-Aug-23,Tactical,IGB-AU,1.8
BON032(Full),21-Aug-23,Tactical,ASX6124AU,1.764
BON032(Full),21-Aug-23,Tactical,IHEB-AU,1.5555
BON032(Full),21-Aug-23,Tactical,AESG-AU,1.5555
BON032(Full),21-Aug-23,Tactical,ZUR0617AU,1.508
BON032(Full),21-Aug-23,Tactical,WVOL-AU,1.45
BON032(Full),21-Aug-23,Tactical,IHVV-AU,1.385555556
BON032(Full),21-Aug-23,Tactical,CSA0038AU,1.11475
BON032(Full),21-Aug-23,Tactical,WPC1963AU,1.11475
BON032(Full),21-Aug-23,Tactical,ILB-AU,1.05
BON032(Full),21-Aug-23,Tactical,IHHY-AU,0.78
BON032(Full),21-Aug-23,Tactical,IHCB-AU,0.75
BON032(Full),21-Aug-23,Tactical,IJP-AU,0.418888889
BON032(Full),16-Nov-23,Tactical,CHN0005AU,15.2425
BON032(Full),16-Nov-23,Tactical,SSB0122AU,8.2075
BON032(Full),16-Nov-23,Tactical,IAF-AU,7.05
BON032(Full),16-Nov-23,Tactical,TGP0008AU,5
BON032(Full),16-Nov-23,Tactical,IOZ-AU,4.41
BON032(Full),16-Nov-23,Tactical,WFS0864AU,4.3706
BON032(Full),16-Nov-23,Tactical,PIM7802AU,4.264
BON032(Full),16-Nov-23,Tactical,BTA0565AU,3.9442
BON032(Full),16-Nov-23,Tactical,IVV-AU,3.544815864
BON032(Full),16-Nov-23,Tactical,IEM-AU,3.122086119
BON032(Full),16-Nov-23,Tactical,ZUR0619AU,2.9848
BON032(Full),16-Nov-23,Tactical,ILC-AU,2.9841
BON032(Full),16-Nov-23,Tactical,BTA0480AU,2.8812
BON032(Full),16-Nov-23,Tactical,PER0049AU,2.8812
BON032(Full),16-Nov-23,Tactical,ISEC-AU,2.87
BON032(Full),16-Nov-23,Tactical,IZZ-AU,2.847467422
BON032(Full),16-Nov-23,Tactical,BILL-AU,2.53
BON032(Full),16-Nov-23,Tactical,HOW0098AU,2.107
BON032(Full),16-Nov-23,Tactical,IGB-AU,1.8
BON032(Full),16-Nov-23,Tactical,ZUR0617AU,1.7056
BON032(Full),16-Nov-23,Tactical,IHVV-AU,1.658583569
BON032(Full),16-Nov-23,Tactical,IEU-AU,1.626062323
BON032(Full),16-Nov-23,Tactical,ASX6124AU,1.5435
BON032(Full),16-Nov-23,Tactical,IHEB-AU,1.503
BON032(Full),16-Nov-23,Tactical,AESG-AU,1.503
BON032(Full),16-Nov-23,Tactical,WVOL-AU,1.463456091
BON032(Full),16-Nov-23,Tactical,ILB-AU,1.2
BON032(Full),16-Nov-23,Tactical,CSA0038AU,1.0535
BON032(Full),16-Nov-23,Tactical,WPC1963AU,1.0535
BON032(Full),16-Nov-23,Tactical,IJP-AU,0.943116147
BON032(Full),16-Nov-23,Tactical,IHCB-AU,0.93
BON032(Full),16-Nov-23,Tactical,IHHY-AU,0.45
BON032(Full),16-Nov-23,Tactical,IKO-AU,0.325212465
BON032(Full),21-Dec-23,Tactical,CHN0005AU,15.2425
BON032(Full),21-Dec-23,Tactical,SSB0122AU,8.2075
BON032(Full),21-Dec-23,Tactical,IAF-AU,7.05
BON032(Full),21-Dec-23,Tactical,TGP0008AU,5
BON032(Full),21-Dec-23,Tactical,IOZ-AU,4.41
BON032(Full),21-Dec-23,Tactical,WFS0864AU,4.3706
BON032(Full),21-Dec-23,Tactical,PIM7802AU,4.264
BON032(Full),21-Dec-23,Tactical,BTA0565AU,3.9442
BON032(Full),21-Dec-23,Tactical,IVV-AU,3.544815864
BON032(Full),21-Dec-23,Tactical,IEM-AU,3.122086119
BON032(Full),21-Dec-23,Tactical,ZUR0619AU,2.9848
BON032(Full),21-Dec-23,Tactical,ISEC-AU,2.87
BON032(Full),21-Dec-23,Tactical,IZZ-AU,2.847467422
BON032(Full),21-Dec-23,Tactical,BILL-AU,2.53
BON032(Full),21-Dec-23,Tactical,PER0049AU,2.21235
BON032(Full),21-Dec-23,Tactical,ILC-AU,2.21235
BON032(Full),21-Dec-23,Tactical,ASX6124AU,2.1609
BON032(Full),21-Dec-23,Tactical,BTA0480AU,2.1609
BON032(Full),21-Dec-23,Tactical,HOW0098AU,2.107
BON032(Full),21-Dec-23,Tactical,IGB-AU,1.8
BON032(Full),21-Dec-23,Tactical,ZUR0617AU,1.7056
BON032(Full),21-Dec-23,Tactical,IHVV-AU,1.658583569
BON032(Full),21-Dec-23,Tactical,IEU-AU,1.626062323
BON032(Full),21-Dec-23,Tactical,JBW0052AU,1.5435
BON032(Full),21-Dec-23,Tactical,IHEB-AU,1.503
BON032(Full),21-Dec-23,Tactical,AESG-AU,1.503
BON032(Full),21-Dec-23,Tactical,WVOL-AU,1.463456091
BON032(Full),21-Dec-23,Tactical,ILB-AU,1.2
BON032(Full),21-Dec-23,Tactical,CSA0038AU,1.0535
BON032(Full),21-Dec-23,Tactical,WPC1963AU,1.0535
BON032(Full),21-Dec-23,Tactical,IJP-AU,0.943116147
BON032(Full),21-Dec-23,Tactical,IHCB-AU,0.93
BON032(Full),21-Dec-23,Tactical,IHHY-AU,0.45
BON032(Full),21-Dec-23,Tactical,IKO-AU,0.325212465
BON032(Blackrock),16-Feb-23,Objective,ATCHBM00001,100
BON032(Blackrock),16-Feb-23,Peer,ATCHBM00023,100
BON032(Blackrock),16-Feb-23,Reference,IOZ-AU,25
BON032(Blackrock),16-Feb-23,Reference,VGS-AU,25
BON032(Blackrock),16-Feb-23,Reference,IAF-AU,22.5
BON032(Blackrock),16-Feb-23,Reference,VBND-AU,22.5
BON032(Blackrock),16-Feb-23,Reference,BILL-AU,5
BON032(Blackrock),16-Feb-23,Strategic,IOZ-AU,19
BON032(Blackrock),16-Feb-23,Strategic,IEM-AU,4.5
BON032(Blackrock),16-Feb-23,Strategic,IEU-AU,6.5
BON032(Blackrock),16-Feb-23,Strategic,IHVV-AU,4
BON032(Blackrock),16-Feb-23,Strategic,IJP-AU,1
BON032(Blackrock),16-Feb-23,Strategic,IVV-AU,8.5
BON032(Blackrock),16-Feb-23,Strategic,IZZ-AU,2
BON032(Blackrock),16-Feb-23,Strategic,WVOL-AU,4.5
BON032(Blackrock),16-Feb-23,Strategic,IAF-AU,25
BON032(Blackrock),16-Feb-23,Strategic,IGB-AU,2
BON032(Blackrock),16-Feb-23,Strategic,ILB-AU,3
BON032(Blackrock),16-Feb-23,Strategic,IHCB-AU,3.5
BON032(Blackrock),16-Feb-23,Strategic,IHHY-AU,2.5
BON032(Blackrock),16-Feb-23,Strategic,IHEB-AU,2
BON032(Blackrock),16-Feb-23,Strategic,AESG-AU,4
BON032(Blackrock),16-Feb-23,Strategic,BILL-AU,2.5
BON032(Blackrock),16-Feb-23,Strategic,ISEC-AU,5.5
BON032(Blackrock),16-Feb-23,Tactical,IOZ-AU,23.5
BON032(Blackrock),16-Feb-23,Tactical,IEM-AU,1.5
BON032(Blackrock),16-Feb-23,Tactical,IEU-AU,7.5
BON032(Blackrock),16-Feb-23,Tactical,IHVV-AU,4
BON032(Blackrock),16-Feb-23,Tactical,IJP-AU,1
BON032(Blackrock),16-Feb-23,Tactical,IVV-AU,7
BON032(Blackrock),16-Feb-23,Tactical,IZZ-AU,4
BON032(Blackrock),16-Feb-23,Tactical,WVOL-AU,4.5
BON032(Blackrock),16-Feb-23,Tactical,IAF-AU,20
BON032(Blackrock),16-Feb-23,Tactical,IGB-AU,7
BON032(Blackrock),16-Feb-23,Tactical,ILB-AU,4.5
BON032(Blackrock),16-Feb-23,Tactical,IHCB-AU,4.5
BON032(Blackrock),16-Feb-23,Tactical,IHHY-AU,3
BON032(Blackrock),16-Feb-23,Tactical,IHEB-AU,1
BON032(Blackrock),16-Feb-23,Tactical,AESG-AU,2
BON032(Blackrock),16-Feb-23,Tactical,BILL-AU,2.5
BON032(Blackrock),16-Feb-23,Tactical,ISEC-AU,2.5
BON032(Blackrock),14-Mar-23,Tactical,IOZ-AU,22.5
BON032(Blackrock),14-Mar-23,Tactical,IEM-AU,1.5
BON032(Blackrock),14-Mar-23,Tactical,IEU-AU,8
BON032(Blackrock),14-Mar-23,Tactical,IHVV-AU,3.5
BON032(Blackrock),14-Mar-23,Tactical,IJP-AU,1
BON032(Blackrock),14-Mar-23,Tactical,IVV-AU,7
BON032(Blackrock),14-Mar-23,Tactical,IZZ-AU,3
BON032(Blackrock),14-Mar-23,Tactical,WVOL-AU,4.5
BON032(Blackrock),14-Mar-23,Tactical,IAF-AU,20
BON032(Blackrock),14-Mar-23,Tactical,IGB-AU,5
BON032(Blackrock),14-Mar-23,Tactical,ILB-AU,4.5
BON032(Blackrock),14-Mar-23,Tactical,IHCB-AU,4.5
BON032(Blackrock),14-Mar-23,Tactical,IHHY-AU,3
BON032(Blackrock),14-Mar-23,Tactical,IHEB-AU,1
BON032(Blackrock),14-Mar-23,Tactical,AESG-AU,2
BON032(Blackrock),14-Mar-23,Tactical,BILL-AU,2.5
BON032(Blackrock),14-Mar-23,Tactical,ISEC-AU,6.5
BON032(Blackrock),10-May-23,Tactical,IOZ-AU,22.2
BON032(Blackrock),10-May-23,Tactical,IEM-AU,1.5
BON032(Blackrock),10-May-23,Tactical,IEU-AU,8.2
BON032(Blackrock),10-May-23,Tactical,IHVV-AU,2.8
BON032(Blackrock),10-May-23,Tactical,IJP-AU,1
BON032(Blackrock),10-May-23,Tactical,IVV-AU,7.3
BON032(Blackrock),10-May-23,Tactical,IZZ-AU,3
BON032(Blackrock),10-May-23,Tactical,WVOL-AU,4.5
BON032(Blackrock),10-May-23,Tactical,IAF-AU,24.5
BON032(Blackrock),10-May-23,Tactical,IGB-AU,7
BON032(Blackrock),10-May-23,Tactical,ILB-AU,4.5
BON032(Blackrock),10-May-23,Tactical,IHCB-AU,1.6
BON032(Blackrock),10-May-23,Tactical,IHHY-AU,2.5
BON032(Blackrock),10-May-23,Tactical,IHEB-AU,1
BON032(Blackrock),10-May-23,Tactical,AESG-AU,2
BON032(Blackrock),10-May-23,Tactical,BILL-AU,2.5
BON032(Blackrock),10-May-23,Tactical,ISEC-AU,3.9
BON032(Blackrock),20-Jun-23,Tactical,IOZ-AU,19.1
BON032(Blackrock),20-Jun-23,Tactical,IEM-AU,2
BON032(Blackrock),20-Jun-23,Tactical,IEU-AU,8
BON032(Blackrock),20-Jun-23,Tactical,IHVV-AU,4.4
BON032(Blackrock),20-Jun-23,Tactical,IJP-AU,2
BON032(Blackrock),20-Jun-23,Tactical,IVV-AU,9.6
BON032(Blackrock),20-Jun-23,Tactical,IZZ-AU,2
BON032(Blackrock),20-Jun-23,Tactical,WVOL-AU,4.4
BON032(Blackrock),20-Jun-23,Tactical,IAF-AU,23.6
BON032(Blackrock),20-Jun-23,Tactical,IGB-AU,6.8
BON032(Blackrock),20-Jun-23,Tactical,ILB-AU,4.4
BON032(Blackrock),20-Jun-23,Tactical,IHCB-AU,1.6
BON032(Blackrock),20-Jun-23,Tactical,IHHY-AU,2.6
BON032(Blackrock),20-Jun-23,Tactical,IHEB-AU,1.1
BON032(Blackrock),20-Jun-23,Tactical,AESG-AU,2
BON032(Blackrock),20-Jun-23,Tactical,BILL-AU,2.5
BON032(Blackrock),20-Jun-23,Tactical,ISEC-AU,3.9
BON032(Blackrock),21-Aug-23,Tactical,IAF-AU,22.6
BON032(Blackrock),21-Aug-23,Tactical,IOZ-AU,19.3
BON032(Blackrock),21-Aug-23,Tactical,IVV-AU,9.4
BON032(Blackrock),21-Aug-23,Tactical,IEU-AU,6.8
BON032(Blackrock),21-Aug-23,Tactical,IGB-AU,6
BON032(Blackrock),21-Aug-23,Tactical,ISEC-AU,5.5
BON032(Blackrock),21-Aug-23,Tactical,WVOL-AU,4.5
BON032(Blackrock),21-Aug-23,Tactical,IHVV-AU,4.3
BON032(Blackrock),21-Aug-23,Tactical,ILB-AU,3.5
BON032(Blackrock),21-Aug-23,Tactical,IEM-AU,3
BON032(Blackrock),21-Aug-23,Tactical,IHHY-AU,2.6
BON032(Blackrock),21-Aug-23,Tactical,IHCB-AU,2.5
BON032(Blackrock),21-Aug-23,Tactical,BILL-AU,2.5
BON032(Blackrock),21-Aug-23,Tactical,IZZ-AU,2.2
BON032(Blackrock),21-Aug-23,Tactical,IHEB-AU,2
BON032(Blackrock),21-Aug-23,Tactical,AESG-AU,2
BON032(Blackrock),21-Aug-23,Tactical,IJP-AU,1.3
BON032(Blackrock),16-Nov-23,Tactical,IKO-AU,1
BON032(Blackrock),16-Nov-23,Tactical,IGB-AU,6
BON032(Blackrock),16-Nov-23,Tactical,IEU-AU,5
BON032(Blackrock),16-Nov-23,Tactical,IEM-AU,3.7
BON032(Blackrock),16-Nov-23,Tactical,IVE-AU,0
BON032(Blackrock),16-Nov-23,Tactical,IZZ-AU,2.2
BON032(Blackrock),16-Nov-23,Tactical,IHHY-AU,1.5
BON032(Blackrock),16-Nov-23,Tactical,IHCB-AU,3.1
BON032(Blackrock),16-Nov-23,Tactical,IOZ-AU,17.2
BON032(Blackrock),16-Nov-23,Tactical,BILL-AU,2.5
BON032(Blackrock),16-Nov-23,Tactical,IJP-AU,2.9
BON032(Blackrock),16-Nov-23,Tactical,ILB-AU,4
BON032(Blackrock),16-Nov-23,Tactical,IVV-AU,10.9
BON032(Blackrock),16-Nov-23,Tactical,IAF-AU,23.5
BON032(Blackrock),16-Nov-23,Tactical,IHVV-AU,5.1
BON032(Blackrock),16-Nov-23,Tactical,ISEC-AU,2.9
BON032(Blackrock),16-Nov-23,Tactical,WVOL-AU,4.5
BON032(Blackrock),16-Nov-23,Tactical,IHEB-AU,2
BON032(Blackrock),16-Nov-23,Tactical,AESG-AU,2
Atchison55ETF,30-Jun-19,Objective,ATCHBM00001,100
Atchison55ETF,30-Jun-19,Peer,ATCHBM00023,100
Atchison55ETF,30-Jun-19,Reference,IOZ-AU,27.5
Atchison55ETF,30-Jun-19,Reference,VGS-AU,27.5
Atchison55ETF,30-Jun-19,Reference,IAF-AU,11.25
Atchison55ETF,30-Jun-19,Reference,VBND-AU,11.25
Atchison55ETF,30-Jun-19,Reference,BILL-AU,22.5
Atchison55ETF,30-Jun-19,Strategic,IOZ-AU,27.5
Atchison55ETF,30-Jun-19,Strategic,VGS-AU,27.5
Atchison55ETF,30-Jun-19,Strategic,IAF-AU,11.25
Atchison55ETF,30-Jun-19,Strategic,VBND-AU,11.25
Atchison55ETF,30-Jun-19,Strategic,BILL-AU,22.5
Atchison55ETF,30-Jun-19,Tactical,IOZ-AU,28
Atchison55ETF,30-Jun-19,Tactical,IVV-AU,8.05
Atchison55ETF,30-Jun-19,Tactical,VEQ-AU,4.6
Atchison55ETF,30-Jun-19,Tactical,IJP-AU,1.15
Atchison55ETF,30-Jun-19,Tactical,VGAD-AU,4.6
Atchison55ETF,30-Jun-19,Tactical,VAE-AU,4.6
Atchison55ETF,30-Jun-19,Tactical,BLK4709AU,1.2
Atchison55ETF,30-Jun-19,Tactical,BLK9419AU,1.6
Atchison55ETF,30-Jun-19,Tactical,VBLD-AU,1.2
Atchison55ETF,30-Jun-19,Tactical,IAF-AU,9
Atchison55ETF,30-Jun-19,Tactical,AESG-AU,9
Atchison55ETF,30-Jun-19,Tactical,ILB-AU,4.5
Atchison55ETF,30-Jun-19,Tactical,FLOT-AU,6.75
Atchison55ETF,30-Jun-19,Tactical,BHYB-AU,4.05
Atchison55ETF,30-Jun-19,Tactical,ISEC-AU,2.7
Atchison55ETF,30-Jun-19,Tactical,BILL-AU,9
Atchison55ACTIVE,30-Jun-19,Objective,ATCHBM00001,100
Atchison55ACTIVE,30-Jun-19,Peer,ATCHBM00023,100
Atchison55ACTIVE,30-Jun-19,Reference,IOZ-AU,27.5
Atchison55ACTIVE,30-Jun-19,Reference,VGS-AU,27.5
Atchison55ACTIVE,30-Jun-19,Reference,IAF-AU,11.25
Atchison55ACTIVE,30-Jun-19,Reference,VBND-AU,11.25
Atchison55ACTIVE,30-Jun-19,Reference,BILL-AU,22.5
Atchison55ACTIVE,30-Jun-19,Strategic,IOZ-AU,26
Atchison55ACTIVE,30-Jun-19,Strategic,VGS-AU,26
Atchison55ACTIVE,30-Jun-19,Strategic,BLK4709AU,1.5
Atchison55ACTIVE,30-Jun-19,Strategic,BLK9419AU,1.5
Atchison55ACTIVE,30-Jun-19,Strategic,IAF-AU,11.25
Atchison55ACTIVE,30-Jun-19,Strategic,VBND-AU,11.25
Atchison55ACTIVE,30-Jun-19,Strategic,BILL-AU,22.5
Atchison55ACTIVE,30-Jun-19,Tactical,IOZ-AU,12.38124
Atchison55ACTIVE,30-Jun-19,Tactical,HOW2217AU,1.65982
Atchison55ACTIVE,30-Jun-19,Tactical,SCH0101AU,3.31964
Atchison55ACTIVE,30-Jun-19,Tactical,AAP5529AU,0.82991
Atchison55ACTIVE,30-Jun-19,Tactical,CNA0812AU,0.82991
Atchison55ACTIVE,30-Jun-19,Tactical,ALR2783AU,1.65982
Atchison55ACTIVE,30-Jun-19,Tactical,HOW0035AU,3.31964
Atchison55ACTIVE,30-Jun-19,Tactical,IVV-AU,5.15885
Atchison55ACTIVE,30-Jun-19,Tactical,IHVV-AU,3.43923
Atchison55ACTIVE,30-Jun-19,Tactical,VEQ-AU,1.71961
Atchison55ACTIVE,30-Jun-19,Tactical,ETL7377AU,5.53274
Atchison55ACTIVE,30-Jun-19,Tactical,GSF6910AU,2.76637
Atchison55ACTIVE,30-Jun-19,Tactical,PIM7802AU,1.38318
Atchison55ACTIVE,30-Jun-19,Tactical,BLK4709AU,0.75
Atchison55ACTIVE,30-Jun-19,Tactical,BLK9419AU,1.2
Atchison55ACTIVE,30-Jun-19,Tactical,LAM0044AU,0.75
Atchison55ACTIVE,30-Jun-19,Tactical,TGP0016AU,0.3
Atchison55ACTIVE,30-Jun-19,Tactical,GPEQ-AU,0.8
Atchison55ACTIVE,30-Jun-19,Tactical,AUS0035AU,1.2
Atchison55ACTIVE,30-Jun-19,Tactical,EQI4297AU,0.4
Atchison55ACTIVE,30-Jun-19,Tactical,MAQ5143AU,0.4
Atchison55ACTIVE,30-Jun-19,Tactical,SSB0495AU,1.6
Atchison55ACTIVE,30-Jun-19,Tactical,PER0728AU,1.6
Atchison55ACTIVE,30-Jun-19,Tactical,PIM1038AU,1.6
Atchison55ACTIVE,30-Jun-19,Tactical,CNA0805AU,0.4
Atchison55ACTIVE,30-Jun-19,Tactical,IAF-AU,4.9746
Atchison55ACTIVE,30-Jun-19,Tactical,AESG-AU,3.3164
Atchison55ACTIVE,30-Jun-19,Tactical,ILB-AU,3.3164
Atchison55ACTIVE,30-Jun-19,Tactical,ETL5525AU,3.63086
Atchison55ACTIVE,30-Jun-19,Tactical,SSB0122AU,7.26172
Atchison55ACTIVE,30-Jun-19,Tactical,FLOT-AU,3.48222
Atchison55ACTIVE,30-Jun-19,Tactical,ISEC-AU,3.48222
Atchison55ACTIVE,30-Jun-19,Tactical,IOF0127AU,1.63388
Atchison55ACTIVE,30-Jun-19,Tactical,WPC1963AU,2.45083
Atchison55ACTIVE,30-Jun-19,Tactical,CSA0038AU,2.45083
Atchison55ACTIVE,30-Jun-19,Tactical,BILL-AU,9.00008
IOZ-AU,30-Jun-17,Objective,IOZ-AU,100
IOZ-AU,30-Jun-17,Peer,ATCHBM00011,100
IOZ-AU,30-Jun-17,Reference,IOZ-AU,100
IOZ-AU,30-Jun-17,Strategic,IOZ-AU,100
IOZ-AU,30-Jun-17,Tactical,BHP-AU,10.37
IOZ-AU,30-Jun-17,Tactical,CBA-AU,7.93
IOZ-AU,30-Jun-17,Tactical,CSL-AU,6
IOZ-AU,30-Jun-17,Tactical,NAB-AU,4.13
IOZ-AU,30-Jun-17,Tactical,WBC-AU,3.53
IOZ-AU,30-Jun-17,Tactical,ANZ-AU,3.45
IOZ-AU,30-Jun-17,Tactical,WDS-AU,3.38
IOZ-AU,30-Jun-17,Tactical,MQG-AU,2.95
IOZ-AU,30-Jun-17,Tactical,WES-AU,2.73
IOZ-AU,30-Jun-17,Tactical,TLS-AU,2.19
IOZ-AU,30-Jun-17,Tactical,WOW-AU,2.15
IOZ-AU,30-Jun-17,Tactical,TCL-AU,1.9
IOZ-AU,30-Jun-17,Tactical,RIO-AU,1.89
IOZ-AU,30-Jun-17,Tactical,GMG-AU,1.82
IOZ-AU,30-Jun-17,Tactical,FMG-AU,1.67
IOZ-AU,30-Jun-17,Tactical,ALL-AU,1.24
IOZ-AU,30-Jun-17,Tactical,STO-AU,1.2
IOZ-AU,30-Jun-17,Tactical,NEM-AU,1.07
IOZ-AU,30-Jun-17,Tactical,QBE-AU,1.02
IOZ-AU,30-Jun-17,Tactical,COL-AU,1.01
IOZ-AU,30-Jun-17,Tactical,BXB-AU,0.92
IOZ-AU,30-Jun-17,Tactical,JHX-AU,0.92
IOZ-AU,30-Jun-17,Tactical,COH-AU,0.82
IOZ-AU,30-Jun-17,Tactical,XRO-AU,0.79
IOZ-AU,30-Jun-17,Tactical,SUN-AU,0.78
IOZ-AU,30-Jun-17,Tactical,S32-AU,0.75
IOZ-AU,30-Jun-17,Tactical,SHL-AU,0.71
IOZ-AU,30-Jun-17,Tactical,ORG-AU,0.7
IOZ-AU,30-Jun-17,Tactical,CPU-AU,0.67
IOZ-AU,30-Jun-17,Tactical,SCG-AU,0.67
IOZ-AU,30-Jun-17,Tactical,IAG-AU,0.66
IOZ-AU,30-Jun-17,Tactical,BILL-AU,0.63
IOZ-AU,30-Jun-17,Tactical,NST-AU,0.61
IOZ-AU,30-Jun-17,Tactical,WTC-AU,0.59
IOZ-AU,30-Jun-17,Tactical,PLS-AU,0.58
IOZ-AU,30-Jun-17,Tactical,QAN-AU,0.53
IOZ-AU,30-Jun-17,Tactical,MIN-AU,0.53
IOZ-AU,30-Jun-17,Tactical,TLC-AU,0.53
IOZ-AU,30-Jun-17,Tactical,ASX-AU,0.52
IOZ-AU,30-Jun-17,Tactical,CAR-AU,0.49
IOZ-AU,30-Jun-17,Tactical,APA-AU,0.48
IOZ-AU,30-Jun-17,Tactical,SGP-AU,0.47
IOZ-AU,30-Jun-17,Tactical,RMD-AU,0.47
IOZ-AU,30-Jun-17,Tactical,MPL-AU,0.46
IOZ-AU,30-Jun-17,Tactical,BSL-AU,0.45
IOZ-AU,30-Jun-17,Tactical,MGR-AU,0.44
IOZ-AU,30-Jun-17,Tactical,RHC-AU,0.43
IOZ-AU,30-Jun-17,Tactical,AMC-AU,0.42
IOZ-AU,30-Jun-17,Tactical,IGO-AU,0.41
IOZ-AU,30-Jun-17,Tactical,TWE-AU,0.4
IOZ-AU,30-Jun-17,Tactical,AKE-AU,0.39
IOZ-AU,30-Jun-17,Tactical,REA-AU,0.39
IOZ-AU,30-Jun-17,Tactical,SEK-AU,0.39
IOZ-AU,30-Jun-17,Tactical,DXS-AU,0.39
IOZ-AU,30-Jun-17,Tactical,ALD-AU,0.38
IOZ-AU,30-Jun-17,Tactical,SOL-AU,0.37
IOZ-AU,30-Jun-17,Tactical,GPT-AU,0.37
IOZ-AU,30-Jun-17,Tactical,EDV-AU,0.35
IOZ-AU,30-Jun-17,Tactical,ALX-AU,0.35
IOZ-AU,30-Jun-17,Tactical,NXT-AU,0.33
IOZ-AU,30-Jun-17,Tactical,VCX-AU,0.33
IOZ-AU,30-Jun-17,Tactical,ORI-AU,0.32
IOZ-AU,30-Jun-17,Tactical,AZJ-AU,0.32
IOZ-AU,30-Jun-17,Tactical,AGL-AU,0.31
IOZ-AU,30-Jun-17,Tactical,LYC-AU,0.31
IOZ-AU,30-Jun-17,Tactical,EVN-AU,0.3
IOZ-AU,30-Jun-17,Tactical,WOR-AU,0.3
IOZ-AU,30-Jun-17,Tactical,ALU-AU,0.28
IOZ-AU,30-Jun-17,Tactical,SDF-AU,0.27
IOZ-AU,30-Jun-17,Tactical,CWY-AU,0.27
IOZ-AU,30-Jun-17,Tactical,WHC-AU,0.27
IOZ-AU,30-Jun-17,Tactical,IPL-AU,0.27
IOZ-AU,30-Jun-17,Tactical,IEL-AU,0.26
IOZ-AU,30-Jun-17,Tactical,ALQ-AU,0.25
IOZ-AU,30-Jun-17,Tactical,QUB-AU,0.25
IOZ-AU,30-Jun-17,Tactical,BEN-AU,0.25
IOZ-AU,30-Jun-17,Tactical,LLC-AU,0.25
IOZ-AU,30-Jun-17,Tactical,LTR-AU,0.24
IOZ-AU,30-Jun-17,Tactical,CHC-AU,0.23
IOZ-AU,30-Jun-17,Tactical,JBH-AU,0.23
IOZ-AU,30-Jun-17,Tactical,SVW-AU,0.2
IOZ-AU,30-Jun-17,Tactical,REH-AU,0.2
IOZ-AU,30-Jun-17,Tactical,TNE-AU,0.2
IOZ-AU,30-Jun-17,Tactical,CGF-AU,0.19
IOZ-AU,30-Jun-17,Tactical,NHF-AU,0.18
IOZ-AU,30-Jun-17,Tactical,BOQ-AU,0.18
IOZ-AU,30-Jun-17,Tactical,VUK-AU,0.18
IOZ-AU,30-Jun-17,Tactical,FLT-AU,0.17
IOZ-AU,30-Jun-17,Tactical,PME-AU,0.17
